Mapping_ID,Edge_Key,Endpoint_A,Endpoint_B,A_Zone,B_Zone,Edge_Label,Source_Document,Standard,Requirement_ID,Requirement_Text_Original,Edge_Total_Mapped_Req
E-0348,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2414,"Per IETF RFC 6960 (as updated by IETF RFC 8954),the EVCC will verify the signature on the received OCSP response. If the EVCC is unable to successfully verify the signature on the OCSP response (e.g. when the signature on the response does not match the signature calculated by the EVCC using the OCSP responder’s certificate) for any of the OCSP responses, the EVCC shall consider the entire SECC/PE certificate chain to have failed validation.",41
E-0349,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2418,"If the EVCC determines that the certificate chain it received during TLS session setup process is a PE certificate chain and the private SECC did not provide OCSP response for any of the certificates in the PE certificate chain, the EVCC shall ignore the fact that the private SECC has not sent OCSP responses. The EVCC shall continue with the PE certificate chain validation without the certificate revocation check as specified by",41
E-0350,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2419,"If the EVCC is in CPM4PE and it successfully validated the received certificate chain and the received chain contains a root CA certificate, the EV shall assume that the certificate it received during TLS session setup process is a PE certificate chain from the private SECC and the EVCC shall store the received root CA certificate as a PE private root CA certificate that it trusts for TLS session setup only. Refer to H.2.2.3 for details of CPM4PE.",41
E-0351,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2421,"If the SECC has provided a certificate chain that does not trace up to a V2G root CA certificate or a PE private root CA certificate that the EVCC contains/possesses, the EVCC shall only accept such a certificate, if it successfully validated the certificate chain using an out of band validation mechanism (e.g. server based certificate validation protocol, SCVP, according to IETF RFC 5055). If the validation using such a service is not done, gives a negative result or fails (e.g. due to missing",41
E-0352,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2437,"Depending on whether the OEM supports OCSP services or CRL or both for the certificates in vehicle certificate chain, the SECC is free to utilize either OCSP or CRL or both for vehicle certificate revocation check.",41
E-0353,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2444,"If the private SECC is in CPM4PE and it successfully validated the received certificate chain and the received chain contains a root CA certificate, the private SECC shall store the received root CA certificate as an OEM/V2G root CA certificate that it trusts for TLS session setup only. Refer to H.2.2.3 for details of CPM4PE.",41
E-0354,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2445,The CPM4PE shall expire on the private SECC after the OEM/V2G root CA certificate has been installed per,41
E-0355,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2447,"The SECC shall be able to support, but not be limited to, a maximum fragment length of 29 bytes according to IETF RFC 6066. Vehicle certificate revocation check via OCSP",41
E-0356,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2450,Each of the OCSP responses received by the SECC should be signed by a certificate derived from one of the root certificates supported by the SECC.,41
E-0357,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2451,"Per IETF RFC 6960 (as updated by IETF RFC 8954), the SECC will verify the OCSP responder certificate before accepting the OCSP response. If the SECC is unable to successfully authenticate the OCSP responder certificate (e.g. when the OCSP responder’s certificate is derived from a root not trusted by the SECC), the SECC shall consider the received vehicle certificate chain to have failed validation.",41
E-0358,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2452,"Per IETF RFC 6960 (as updated by IETF RFC 8954), the SECC will verify the signature on the received OCSP response. If the SECC is unable to successfully verify the signature on the OCSP response (e.g. when the signature on the response does not match the signature calculated by the SECC using the OCSP responder’s certificate), the SECC shall consider the received vehicle certificate chain to have failed validation. Vehicle certificate revocation check via CRL",41
E-0359,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2455,Each of the CRL received by the SECC should be signed by a certificate derived from one of the root certificates supported by the SECC.,41
E-0360,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2456,"Per IETF RFC 5280 (as updated by IETF RFC 6818, IETF RFC 8398 and IETF RFC 8399), the SECC will verify the CRL issuer certificate before accepting the CRL. If the SECC is unable to successfully authenticate the CRL issuer certificate (e.g. when the CRL issuer’s certificate is derived from a root not trusted by the SECC), the SECC shall consider the received vehicle certificate chain to have failed validation.",41
E-0361,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2457,"Per IETF RFC 5280 (as updated by IETF RFC 6818, IETF RFC 8398 and IETF RFC 8399), the SECC will verify the signature on the received CRL. If the SECC is unable to successfully verify the signature on the CRL (e.g. when the signature on the response does not match the signature calculated by the SECC using the CRL issuer’s certificate), the SECC shall consider the received vehicle certificate chain to have failed validation. Transport layer security credentials and cipher suites",41
E-0362,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2469,"The CPM4PE, if active, shall expire on the private SECC after the TLS session has been established and OEM root CA certificate was not received in the vehicle certificate chain. Enabling of VAS communication",41
E-0363,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2570,"A private SECC that did not offer OCSP responses for its PE certificate chain shall not provide PnC as an authorization service. Such a private SECC shall not indicate PnC as a supported service in AuthoritzationServices parameter in AuthorizationSetupRes message. Consequently, this private SECC shall not include PnC_ASResAuthorizationMode in AuthorizationSetupRes message. AuthorizationReq/Res This subclause, and all subclauses within it, will provide specific and separate requirements for the p",41
E-0364,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2562,"In case EVCC did not receive OCSP responses for any of the certificates in the PE certificate chain, it shall not utilize PnC even if the private SECC supports it.",41
E-0365,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-1412,"The message ""CertificateInstallationRes"" shall contain the ResponseCode ""WARNING_CertificateRevoked"" if the SECC (or SA) deduces (using OCSP responses or CRL) that one (or more) of the certificates in the OEMProvisioningCertificate chain it received in CertificateInstallationReq message is revoked. This includes any cross certificates (if applicable).",41
E-0366,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2605,"In case the private SECC supports only EIM, PE sub-CA1 certificate, PE sub-CA2 certificate and PE certificate may contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.",41
E-0367,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2715,"In case the private SECC supports PnC, PE sub-CA1 certificate, PE sub-CA2 certificate and PE certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.",41
E-0368,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2340,The EVCC shall possess at least one V2G root CA certificate. This certificate is necessary to verify SECC certificates to establish TLS session. Refer to 7.3.2.1 for V2G root CA certificate requirements.,30
E-0369,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-1806,Each EVCC shall provide storage space for at least two V2G root CA certificates. Storing two V2G root CA certificates is required by,30
E-0370,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2355,Each EVCC should provide storage space for at least one PE private root CA certificate.,30
E-0371,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-1006,"While the EVCC is not in CPM4PE, it shall send a list of all the V2G root CA certificate(s) and PE private root CA certificate(s) it possesses via an extension of type ""certificate_authorities"" in the ""ClientHello"" message as defined in IETF RFC 8446. Refer to H.2.2.3 for details of CPM4PE.",30
E-0372,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2368,"The ""DistinguishedName"" (DN) of the V2G root CA certificate(s) and PE private root CA certificate(s) provided by the EVCC in ""authorities"" element of ""certificate_authorities"" extension in the ""ClientHello"" message shall include the following relative distinguished name (RDN) fields in the order specified below for each V2G root CA certificate and PE private root CA certificate supported by the EVCC and shall follow X501 and X509 for distinguished names: – ""Country"" sub-sub-field from ""Issuer"" s",30
E-0373,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2369,"If no V2G root CA certificate(s) and PE private root CA certificate(s) are available in the EVCC, ""authorities"" element of ""certificate_authorities"" extension in the ""ClientHello"" message shall be left empty.",30
E-0374,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2370,"While the EVCC is in CPM4PE, it shall send an empty ""authorities"" element of ""certificate_authorities"" extension in the ""ClientHello"" message as defined in IETF RFC 8446 regardless if the EVCC has any V2G root CA certificate(s) and PE private root CA certificate(s) or not. Refer to H.2.2.3 for details of CPM4PE.",30
E-0375,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2373,"The EVCC shall include a zero-length ""responder_id_list"" sequence in the ""ResponderID"" field of ""OCSPStatusRequest"".",30
E-0376,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2388,"Since the EVCC used the ""status_request"" extension to request OCSP response for the certificate chain sent by the public SECC, it shall include an OCSP response for each certificate in the certificate chain sent by the public SECC in the ""ServerHello"" message. Refer to IETF RFC 6960 (as updated by IETF RFC 8954) and IETF RFC 8446 for further details.",30
E-0377,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2391,"Since the EVCC used the ""status_request"" extension to request OCSP response for the certificate chain sent by private SECC, if the private SECC supports PnC, it shall include an OCSP response for each certificate in the certificate chain sent by the private SECC in the ""ServerHello"" message. Refer to IETF RFC 6960 (as updated by IETF RFC 8954) and IETF RFC 8446 for further adetails.",30
E-0378,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2394,"Each of the OCSP responses provided by the public SECC in the ""ServerHello"" message shall be signed by a certificate derived from one of the V2G root CA certificates supported by the EVCC (EVCC provided a list of the V2G certificates via",30
E-0379,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2395,"Each of the OCSP responses provided by the private SECC in the ""ServerHello"" message shall be signed by a certificate derived from one of the PE private root CA certificates supported by the EVCC (EVCC provided a list of the V2G certificates via",30
E-0380,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2396,If the OCSP response for a particular certificate is not available from an OCSP responder that has a certificate derived from one of the V2G root CA certificates supported by the EVCC (EVCC provided a list of the V2G certificates via,30
E-0381,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2397,If the OCSP response for a particular certificate is not available from an OCSP responder that has a certificate derived from one of the PE private root CA certificates supported by the EVCC (EVCC provided a list of the V2G certificates via,30
E-0382,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2401,"A public SECC shall send a list of all V2G root CA certificate(s) and/or OEM root CA certificate(s) it possesses via the ""certificate_authorities"" extension in the ""CertificateRequest"" message it sends to the EVCC.",30
E-0383,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2402,"A private SECC not in CPM4PE shall send a list of all V2G root CA certificate(s) and/or OEM root CA certificate(s) it possesses via the ""certificate_authorities"" extension in the ""CertificateRequest"" message it sends to the EVCC.",30
E-0384,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2411,"If the OCSP status of any certificate in SECC certificate chain is not provided by the public SECC in the ""ServerHello"", the EVCC may contact the OCSP server listed in the said certificate for the OCSP status of that certificate.",30
E-0385,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2412,"If the private SECC provided OCSP status of at least one but not all of the certificates in the PE certificate chain in the ""ServerHello"", the EVCC may contact the OCSP server listed in the said certificate for the OCSP status of that certificate.",30
E-0386,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2413,"Per IETF RFC 6960 (as updated by IETF RFC 8954), the EVCC will verify the OCSP responder certificate before accepting the OCSP response. If the EVCC is unable to successfully verify the OCSP responder certificate (e.g. when the OCSP responder’s certificate is derived from a root not trusted by the EVCC) for any of the OCSP responses, the EVCC shall consider the entire SECC/PE certificate chain to have failed validation.",30
E-0387,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2414,"Per IETF RFC 6960 (as updated by IETF RFC 8954),the EVCC will verify the signature on the received OCSP response. If the EVCC is unable to successfully verify the signature on the OCSP response (e.g. when the signature on the response does not match the signature calculated by the EVCC using the OCSP responder’s certificate) for any of the OCSP responses, the EVCC shall consider the entire SECC/PE certificate chain to have failed validation.",30
E-0388,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2418,"If the EVCC determines that the certificate chain it received during TLS session setup process is a PE certificate chain and the private SECC did not provide OCSP response for any of the certificates in the PE certificate chain, the EVCC shall ignore the fact that the private SECC has not sent OCSP responses. The EVCC shall continue with the PE certificate chain validation without the certificate revocation check as specified by",30
E-0389,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2419,"If the EVCC is in CPM4PE and it successfully validated the received certificate chain and the received chain contains a root CA certificate, the EV shall assume that the certificate it received during TLS session setup process is a PE certificate chain from the private SECC and the EVCC shall store the received root CA certificate as a PE private root CA certificate that it trusts for TLS session setup only. Refer to H.2.2.3 for details of CPM4PE.",30
E-0390,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2420,The CPM4PE shall expire on the EVCC after the PE private root CA certificate has been installed per,30
E-0391,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2421,"If the SECC has provided a certificate chain that does not trace up to a V2G root CA certificate or a PE private root CA certificate that the EVCC contains/possesses, the EVCC shall only accept such a certificate, if it successfully validated the certificate chain using an out of band validation mechanism (e.g. server based certificate validation protocol, SCVP, according to IETF RFC 5055). If the validation using such a service is not done, gives a negative result or fails (e.g. due to missing",30
E-0392,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2468,"The CPM4PE, if active, shall expire on the EVCC after the TLS session has been established and PE private root CA certificate was not received in the PE certificate chain.",30
E-0393,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2562,"In case EVCC did not receive OCSP responses for any of the certificates in the PE certificate chain, it shall not utilize PnC even if the private SECC supports it.",30
E-0394,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2579,"The ContractCertificateChain received by the EVCC in the CertificateInstallationRes Message shall be stored persistently in such a way, that it can be applied later on for the purpose of verifying PriceSchedules. The eMSP sub-CA2 certificate is required to verify PriceSchedules.",30
E-0395,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-907,"In case of PnC, the EVCC, after receiving the PriceSchedule, should verify the signature using the same sub-CA certificate that was used to issue the contract certificate that the EVCC previously used during authorization. If this verification fails, the EVCC may treat the PriceSchedule as invalid. See",30
E-0396,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2586,The EVCC shall not process CRLDistributionPoints extension if it is present in CPS sub-CA1 certificate or CPS sub-CA2 certificate or CPS leaf certificate.,30
E-0397,EVCC|PKI,EVCC,PKI,Z1: EV Domain,Cross-Zone: Trust Infrastructure,OCSP,ISO 15118-20,ISO,V2G20-2587,The EVCC shall not process AuthorityInfoAccess extension if it is present in CPS sub CA1 Ccertificate or CPS sub-CA2 certificate or CPS leaf certificate. B.6 e-Mobility service provider certificate profiles B.6.1 Based on curves as defined by,30
E-0398,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2328,A CPS leaf certificate shall be generated using a certificate chain that uses a V2G root CA certificate as the trust anchor. Refer to Figure 5 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of a certificate structure. Refer to Annex B for details of the certificate profile.,11
E-0399,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2329,A contract certificate shall be generated using a certificate chain that uses either an eMSP root CA certificate or a V2G root CA certificate as the trust anchor. Refer to,11
E-0400,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2330,The OCSP signer certificate used to sign the OCSP response for contract certificate status shall be generated using a certificate chain that uses either an eMSP root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 6 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of a certificate structure. Refer to Annex B for details of the certificate profile.,11
E-0401,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2336,"A PE certificate chain shall not be signed or cross-signed by any CA under a V2G root CA or an eMSP root CA or an OEM root CA. Similarly, PE certificate chain shall not be signed or cross-signed by any V2G root CA or eMSP root CA or OEM root CA.",11
E-0402,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2349,"Any certificates originating from, or cross-signed by, a V2G root CA certificate chain or eMSP root CA certificate chain or OEM root CA certificate chain shall follow a well established certificate governance structure, including but not limited to CP, CPS, etc.",11
E-0403,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2579,"The ContractCertificateChain received by the EVCC in the CertificateInstallationRes Message shall be stored persistently in such a way, that it can be applied later on for the purpose of verifying PriceSchedules. The eMSP sub-CA2 certificate is required to verify PriceSchedules.",11
E-0404,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2585,"If the CPS sub-CA1 certificate or CPS sub-CA2 certificate or CPS leaf certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both or none as per the local policy of the relying party.",11
E-0405,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2586,The EVCC shall not process CRLDistributionPoints extension if it is present in CPS sub-CA1 certificate or CPS sub-CA2 certificate or CPS leaf certificate.,11
E-0406,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2587,The EVCC shall not process AuthorityInfoAccess extension if it is present in CPS sub CA1 Ccertificate or CPS sub-CA2 certificate or CPS leaf certificate. B.6 e-Mobility service provider certificate profiles B.6.1 Based on curves as defined by,11
E-0407,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2590,"eMSP sub-CA1 certificate, eMSP sub-CA2 certificate and contract certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.",11
E-0408,PKI|eMSP,PKI,eMSP,Cross-Zone: Trust Infrastructure,Z3: Cloud/Third-Party,eMSP CA,ISO 15118-20,ISO,V2G20-2591,"If eMSP sub-CA1 certificate or eMSP sub-CA2 certificate or contract certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party.",11
E-0409,EVCC|Wireless,EVCC,Wireless,Z1: EV Domain,Cross-Zone: Communication Infrastructure,WLAN,ISO 15118-20,ISO,V2G20-1015,"If a V2G entity communicates by WLAN, the V2G entity shall comply with ISO 15118- 8. Data link layer security for WLAN All wireless communication between the EVSE and the EV is inherently insecure unless specific security protocols are implemented. The reason is that the underlying physical layer protocol does not require authentication between the two parties trying to communicate with each other using WLAN. Additionally, all data sent over the WLAN is in plain text unless specific encryption p",6
E-0410,EVCC|Wireless,EVCC,Wireless,Z1: EV Domain,Cross-Zone: Communication Infrastructure,WLAN,ISO 15118-20,ISO,V2G20-2247,"When the EVCC uses a wireless medium to establish a physical connection to an AP (see ISO 15118-8 for details), the EV’s WLAN STA (see ISO 15118-8 for details) shall use WPA3-Enterprise or WPA2-Enterprise according to IEEE 802.1X.",6
E-0411,EVCC|Wireless,EVCC,Wireless,Z1: EV Domain,Cross-Zone: Communication Infrastructure,WLAN,ISO 15118-20,ISO,V2G20-2251,"If the EVCC uses WPA3-Enterprise, its WLAN STA shall not support WPA3-Enterprise transition mode. Refer to WPA3 specifications for details.",6
E-0412,EVCC|Wireless,EVCC,Wireless,Z1: EV Domain,Cross-Zone: Communication Infrastructure,WLAN,ISO 15118-20,ISO,V2G20-2254,"Regardless if WPA3-Enterprise is used or WPA2-Enterprise is used, the EV’s WLAN STA (see ISO 15118-8 for details) shall implement ""server certificate validation"" to ensure that the AP that the EVCC connects to is a valid and trustworthy WLAN AP.",6
E-0413,EVCC|Wireless,EVCC,Wireless,Z1: EV Domain,Cross-Zone: Communication Infrastructure,WLAN,ISO 15118-20,ISO,V2G20-2259,"If the EVCC is unable to successfully authenticate the CSO’s authentication server, it shall decline to establish a wireless connection with the CSO’s access point.",6
E-0414,EVCC|Wireless,EVCC,Wireless,Z1: EV Domain,Cross-Zone: Communication Infrastructure,WLAN,ISO 15118-20,ISO,V2G20-4046,"If the EVCC is using WLAN, after receiving the SessionSetupRes with ""ResponseCode = OK"", the EVCC shall send a ACDP_VehiclePositioningReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215.",6
E-0415,CSMS|EVCC,CSMS,EVCC,Z3: Cloud/Third-Party,Z1: EV Domain,CSMS↔EVCC,ISO 15118-20,ISO,V2G20-2255,"The CSO shall provide an SECC certificate, as defined in Annex B, to the EVCC so that the EVCC can authenticate the CSO’s authentication server.",6
E-0416,CSMS|EVCC,CSMS,EVCC,Z3: Cloud/Third-Party,Z1: EV Domain,CSMS↔EVCC,ISO 15118-20,ISO,V2G20-2257,The EVCC shall authenticate CSO’s authentication server with the certificate provided by the CSO’s authentication server.,6
E-0417,CSMS|EVCC,CSMS,EVCC,Z3: Cloud/Third-Party,Z1: EV Domain,CSMS↔EVCC,ISO 15118-20,ISO,V2G20-2259,"If the EVCC is unable to successfully authenticate the CSO’s authentication server, it shall decline to establish a wireless connection with the CSO’s access point.",6
E-0418,CSMS|EVCC,CSMS,EVCC,Z3: Cloud/Third-Party,Z1: EV Domain,CSMS↔EVCC,ISO 15118-20,ISO,V2G20-2260,"When the CSO’s authentication server requests EVCC to present its certificate to authenticate itself, the EVCC shall provide its vehicle certificate.",6
E-0419,CSMS|EVCC,CSMS,EVCC,Z3: Cloud/Third-Party,Z1: EV Domain,CSMS↔EVCC,ISO 15118-20,ISO,V2G20-2261,The CSO’s authentication server shall authenticate the EVCC using the certificate provided by the EVCC.,6
E-0420,CSMS|EVCC,CSMS,EVCC,Z3: Cloud/Third-Party,Z1: EV Domain,CSMS↔EVCC,ISO 15118-20,ISO,V2G20-2029,"It is up to the discretion of the CSO/PE operator whether to support TLS resumption for VAS. If the SECC does not support TLS resumption, the SECC shall not send ""NewSessionTicket"" messages to EVCC.",6
E-0421,EVCC|eMSP,EVCC,eMSP,Z1: EV Domain,Z3: Cloud/Third-Party,PnC contract,ISO 15118-20,ISO,V2G20-2356,If the established connection between EVCC and SECC is TLS 1.2 (or lower) or TCP without TLS the SECC shall not select ISO 15118-20 communication from SupportedAppProtocolReq message (see Table 5). Private environment is considered to be a power transfer service for a closed user group. This user group is defined and managed by the eMSP of the power transfer service itself. The security of the field is,6
E-0422,EVCC|eMSP,EVCC,eMSP,Z1: EV Domain,Z3: Cloud/Third-Party,PnC contract,ISO 15118-20,ISO,V2G20-1078,"The EVCC shall verify the signature of the CertificateInstallationRes Message using the signer certificate chain CPSCertificateChain, validate said chain according to",6
E-0423,EVCC|eMSP,EVCC,eMSP,Z1: EV Domain,Z3: Cloud/Third-Party,PnC contract,ISO 15118-20,ISO,V2G20-2579,"The ContractCertificateChain received by the EVCC in the CertificateInstallationRes Message shall be stored persistently in such a way, that it can be applied later on for the purpose of verifying PriceSchedules. The eMSP sub-CA2 certificate is required to verify PriceSchedules.",6
E-0424,EVCC|eMSP,EVCC,eMSP,Z1: EV Domain,Z3: Cloud/Third-Party,PnC contract,ISO 15118-20,ISO,V2G20-1580,"After receiving the CertificateInstallationRes with EVSEProcessing set to ""Finished"" and ResponseCode starting with ""WARNING"", the EVCC shall ignore all other parameters of the response message and shall do one (1) of the following. – If the ResponseCode from the SECC was ""WARNING_eMSPUnknown"", send another CertificateInstallationReq without including the PrioritizedEMAIDs list. Refer to 8.3.4.3.9 and its subclauses for further details of CertificateInstallationReq. OR – Send an AuthorizationReq",6
